job_title,company_name,location,work_type,experience_level,date_posted,year,month,month_name,country,job_category,job_skills
BI Developer-Business Intelligence- Canada,Zortech Solutions,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business Intelligence, SQL, Data warehousing, Power BI, Snowflake, PBRS, Power On, SQL Server 2016, Data modeling, Relational databases, Dimensional databases, Query optimization, SQL Server, Fixed Income, Equity, Derivative businesses, User requirements analysis, Solution implementation, Project management, Development life cycle, Oral communication, Written communication, Presentation skills, Interpersonal skills, Prioritization, Execution under pressure, Computer Science, Information Systems, Computer Engineering"
Senior Data Engineer (Van),RAZR,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Pipeline Development, Database Management, Data Warehouse Development, AWS Infrastructure, Data Modeling, Performance Optimization, Collaboration, Python, Java, Scala, SQL, AWS Services, Data Warehousing, ProblemSolving, Communication, Computer Science, Information Technology, Experience in Data Engineering, Programming, Software Development, DevOps, Agile, Scrum, Git, GitHub, Jenkins, NxCloud, Terraform, Pulumi, IaC, Jest, Cypress, nock, JUnit, Spock, Mockito"
Data Engineer,Capgemini,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"AWS, CI/CD, Glue, Spark Scala, Pyspark, SQL, ECS batch, Glue process, IAM roles, Athena, Athena work group, S3 bucket creation, Tableau, Python, Scala, AWS CloudFormation, Communication skills, Data engineering"
Senior Research Scientist - Machine Learning for Atomistic Simulations,Recursion,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Deep Learning, ML algorithms, Problemsolving skills, Engineering skills, Quantum Mechanics, Molecular mechanics, Neural Network Potentials, Sampling methods, Molecular dynamics, Quantum mechanical calculations, Project supervision, Leadership, Management, Neural Networks"
Data Engineer,MayStreet (acquired by LSEG),"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Python, Jenkins, Rundeck, Apache Airflow, GitLab, GitHub, Linux, Data Lakes, ETL/ELT pipelines, Data Warehouses, Redshift, Athena, Dremio, Snowflake, US market data, International market data"
"Manager, Business Applications, Data and Analytics - Global",Sterling Crane,"Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Business Applications, Data and Analytics, ERP, CRM, BI platforms, Managed service providers, SaaS services, Cloudbased data platforms, Data integration and ETL tools, Agile methodologies, DevOps methodologies, ITIL service management framework, Azure Data Lake, Azure Data Factory, Power BI, Tableau, SQL, Python, AWS, Windows, Linux, Unix"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Pembroke, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL Processes, Data Visualization, Data Quality, Data Integrity, Data Completeness, Datadriven decisionmaking"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Summerside, Prince Edward Island, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, Data Interpretation, Reporting, DataDriven Decision Making, Data Quality Management, Data Collection, Data Cleaning, Data Manipulation, Data Visualization, Data Presentation, SQL, R, Python, Tableau, Power BI, Hypothesis Testing, A/B Testing, Data Management, ETL"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Ropesgray,"Elliot Lake, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Statistical Techniques, SQL, R, Python, Data Visualization, Tableau, Power BI, DataDriven DecisionMaking, A/B Testing, Data Quality Improvement, Data Collection, Data Cleansing, Data Manipulation, Data Presentation, Communication, Collaboration, Critical Thinking, ProblemSolving, Analytical Skills, Statistical Modeling, Hypothesis Testing, Data Management, ETL Processes"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Majorleaguebaseball,"Joliette, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Statistical techniques, Data visualization, Python, SQL, R, Tableau, Power BI, A/B testing, Data modeling, Data optimization, Data collection, Data cleansing, Data manipulation, Data integrity, Data accuracy, Data completeness, Datadriven decisionmaking, Hypothesis testing, ETL processes, Business intelligence, Reporting, Data mining"
Customer Service Representative/Data Analyst/Data Entry Clerk/Part Time,Rodtookjing,"Victoria, Manitoba, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Advanced Statistical Techniques, DataDriven Decision Making, Performance Metrics, Data Visualization, A/B Testing, Data Quality, Data Integrity, Data Completeness, Data Manipulation, Data Presentation, DataDriven Insights, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, Data Management, ETL"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Drmartens,"Mascouche, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Statistical techniques, Data visualization, SQL, R, Python, Tableau, Power BI, Statistical modeling, Hypothesis testing, A/B testing, Data management, ETL processes, Communication, Collaboration, Problemsolving, Critical thinking"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Newyorkuniversity,"Parksville, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Statistics, Data Visualization, Tableau, Power BI, SQL, R, Python, Hypothesis Testing, A/B Testing, Data Modeling, Data Quality, Data Management, ETL, Data Integrity, Data Accuracy, Data Completeness, Data Manipulation, Data Collection, Data Cleansing, Critical Thinking, Problem Solving, Collaboration, Communication"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Newyorkuniversity,"Beloeil, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Analysis, Trend Analysis, Data Visualization, Performance Analysis, A/B Testing, Data Quality Management, Data Collection, Data Cleansing, Data Manipulation, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, ETL, Datadriven Decision Making, ProblemSolving, Communication, Collaboration, Critical Thinking"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Oshawa, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Statistical Techniques, Data Mining, Data Exploration, Performance Metrics, Business Intelligence, Hypothesis Testing, Regression Analysis, Predictive Modeling, Data Visualization, ETL Processes, SQL, R, Python, Tableau, Power BI, A/B Testing, Experimentation, Optimization"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Grand Falls-Windsor, Newfoundland and Labrador, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, SQL, R, Python, Statistical Techniques, Performance Metrics, A/B Testing, Data Quality, Data Collection, Data Cleansing, Data Manipulation, Data Visualization, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, ETL Processes"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Villarestaurantgroup,"Tofield, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistics, SQL, R, Python, Performance Metrics, DataDriven DecisionMaking, Data Quality, Data Manipulation, Data Visualization, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, ETL Processes, Internet and New Media Industry, Communication, Collaboration, Teamwork"
Senior Data Engineer- Snowflake,Tiger Analytics,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Science, Machine Learning, AI, Snowflake, DBT, Data Engineering, Data Pipelines, Data Integration, Data Infrastructure, Cloud Snowflake DBT, Data Visualization, DataDriven Decision Making, Data Warehouse (DWH) Systems, Data Migration, Fivetran, Informatica Cloud, ProblemSolving Skills, Data Transformation, Data Structures, Metadata, Dependency Management, Workload Management"
Data Analyst Part Time,Toyandsons,"Saskatoon, Saskatchewan, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Analysis, Data Interpretation, Advanced Statistical Techniques, Business Intelligence, Datadriven Decision Making, Performance Metrics, Performance Reports, Business Questions, Data Requirements, Optimization, A/B Testing, Data Quality, Data Integrity, Data Accuracy, Data Completeness, Data Cleansing, Data Manipulation, Data Visualization, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing Methodologies, Data Management, ETL Processes"
Co-op Technical Marketing Data Analyst,Renesas Electronics,"Ottawa, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Science, Data Analytics, Statistics, Mathematics, Electrical Engineering, Computer Science, Tactical Marketing, Semiconductor Industry, Python, Excel, SQL, R, Tableau, Power BI, Data Visualization, Analytical Skills, ProblemSolving Skills, Attention to Detail, Communication Skills, Translation of Technical Findings, Eagerness to Learn, Adaptability to New Technologies"
Data Analyst Part Time,Voxmediallc,"Saskatoon, Saskatchewan, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, DataDriven Decision Making, Data Visualization, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Quality Improvement, Data Management, Data Cleansing, Data Manipulation, SQL, R, Python, Tableau, Power BI, ETL, Data Collection, Data Mining, Business Intelligence, Analytical Thinking, Critical Thinking, Problem Solving, Communication, Collaboration, Teamwork, Data Integrity, Data Accuracy, Data Completeness"
Data Analyst Part Time,Voxmediallc,"Fort McMurray, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, SQL, R, Python, Data Visualization, Tableau, Power BI, Statistics, A/B Testing, Data Management, Data Quality Control, Hypothesis Testing, ETL (Extract Transform Load), Collaboration, Communication, Problem Solving, Critical Thinking"
Data Analyst Part Time,Voxmediallc,"Haldimand County, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Statistical Analysis, Data Visualization, SQL, R, Python, ETL, Data Mining, Hypothesis Testing, A/B Testing, Data Management, Data Quality, Business Intelligence, DataDriven Decision Making, Communication, Collaboration, Problem Solving, Critical Thinking"
Senior Data Engineer,ActiveState,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"ETL, Data management, Python, Go, Perl, Ruby, Java, Data modeling, Data analysis, Data reporting, Statistical methods, Communication skills, Build engineering, Open Source projects, Data processing, Messaging, Workflow technologies, PostgreSQL, Data engineering, Cloud environments, Kubernetes, Agile processes, Practical development, Data science, Machine learning, API design, Microservices, GitHub, Pull requests, Code review, Continuous testing, Integration, Deployment, Slack, Zoom, Jira, Google Drive"
"Data Engineer, Marketplace",Lyft,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Pipeline Management, Data Modeling, Data Quality Assurance, ETL Development, SQL Optimization, MapReduce, Hadoop Ecosystem, Python, Ruby, Bash, SQL, MySQL, PostgreSQL, SQL Server, Oracle, Airflow, Oozie, Azkaban, UC4, Data Analytics, Workflow Management, Hadoop (or similar) Ecosystem, Scripting Language (Python Ruby Bash), SQL Engine, SQL Language (MySQL PostgreSQL SqlServer Oracle), Workflow Management Tool (Airflow Oozie Azkaban UC4), Data Analytics"
Data Analyst Part Time,Voxmediallc,"Brossard, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, Data Manipulation Processes, Data Visualization, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Integrity, Data Accuracy, Data Completeness, Team Environment, Data Visualization"
Data Analyst Part Time,Toyandsons,"Sherbrooke, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Advanced Statistical Techniques, Data Visualization, SQL, R, Python, Hypothesis Testing, A/B Testing, Tableau, Power BI, Data Manipulation, Data Quality, Data Integrity, Data Collection, Data Cleansing, Data Management, ETL Processes"
Business Intelligence Analyst,ELNA Medical,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Power BI, DAX, Power Query, Data Modelling, SQL Server, SQL, Views, Stored Procedures, Triggers, Table Design, RPA, UIPath, Winautomation, Zapier, Data Analysis, Reporting, Data Warehousing, Data Integration, Data Quality, Data Standards, HL7, FHIR, Healthcare Data, Problem Solving, Communication, Collaboration, Attention to Detail, Data Privacy, GDPR, HIA, PIPEDA, PHIPA, PIPA, Quebec Healthcare Law"
Senior Azure Data Engineer,Zortech Solutions,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Azure Databricks, Data Factory, Synapse Analytics, SQL DB, ADLS Gen 2, ETL/ELT, Big Data Solutions, Spark, Python, Data warehousing, SQL, Change Data Capture (CDC), Agile, Objectoriented programming"
Senior Data Engineer - AWS,Pare,"Calgary, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"AWS, SQL, MySQL, MSSQL, Oracle, PgSQL, Azure, Shell scripting (bash kshell PowerShell), ETL frameworks or tools (SSIS Informatica Kettle), Python packages, REST APIs, NoSQL platforms (MongoDB Cosmos), Data pipelines, Data architecture, Data sets, DBA experience, Data analysis, Data modeling, Data engineering, Data pipelining, Data ingestion, Data processing, Data warehousing, Softwareasaservice (SaaS) products, Cloud computing, Big data, Business intelligence, Data visualization, Machine learning, Artificial intelligence, Agile development, DevOps, Communication, Teamwork, Problemsolving, Leadership, Mentoring, Canadian resident or citizen/work authorization, BS degree in Computer Science Computer Engineering or equivalent certificate program, 5+ years of working on data solutions, Experience working in crossfunctional teams, Experience digging into data problems, Strong working knowledge of SQL, Tuning and optimization of SQL, Experience with cloud platforms and data pipelines, Experience with shell scripting, Experience with ETL frameworks or tools, Experience with python packages, Experience working with REST APIs, Working knowledge with NoSQL platforms, Strong experience breaking down user problems into stories and solutions, Experience working on iterative projects with continuous delivery pipelines, Experience building and optimizing data pipelines architectures and data sets"
Sr. Data Engineer [Ernst & Young],CareerBeacon,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Integration and ETL Development, Data Architecture and Design, Data Quality and Governance, Continuous Learning and Innovation, SQL, Python, Scripting Languages, Data Modeling, Data Warehousing, ETL Principles, Cloud Services (Azure AWS GCP), Data pipelines, Data Integration, ETL, Data Extraction, Data Transformation, Data Loading, Scalability, Efficiency, Robustness, Data Integrity, Analytical Data Models, Client Engagement, Communication, Performance Optimization, Data Quality Checks, Data Governance Principles, Documentation, Agile and traditional SDLC delivery methodologies, Snowflake Data Cloud platform, Informatica Intelligent Cloud Services (IICS), Azure Data Factory (ADF), Talend, DBT, DataStage, Event Streaming (Kafka Kinesis), Data Modeling Methodologies (Star Snowflake Data Vault 2.0), ProblemSolving Skills, Attention to Detail, Interpersonal Skills, Collaboration Skills"
Product Information Management Data Analyst,UCS Forest Group,"Mississauga, Ontario, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Data Analyst,"MS Excel, Power Query, Project management, Data Modelling, Data cleansing, Data structuring, Data Analysis, Data governance, Data management, Data Import, Communication Skills, Attention to detail, Data Import File Preparation, PIM (Product Information Management), Troubleshooting, Reporting, Critical thinking, Problemsolving, Curiosity, Teamwork, Collaboration, Adaptability"
Business Intelligence Analyst - FTT,TransLink,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business Intelligence (BI), Data Warehousing, Information Management, Analytics, Database Design, Programming, Systems Analysis, ClientFocused Capability, Reporting, Analytical Technologies, Corporate Road Maps, Corporate Data Models, General Interview, Scenario Interview, Behavioural Descriptive Interview, Hybrid Work, Remote Work, Extended Health, Transit Pass, Public Service Pension Plan, Training, Mentorship, Health and Wellness Programs, Gym Access"
Data Analyst,RSG International,"Whitchurch-Stouffville, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Market Analysis, Operational Analysis, Financial Analysis, Database Design, Data Modelling, Data Visualization, SQL, MS Excel, Technical Writing, Queries, Reports, Presentations, Mathematics, Computer Science, Economics, Statistics"
"Data Analyst (Bangkok Based, relocation provided)",Agoda,"Vancouver, British Columbia, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Data Analyst,"data representation, data analysis, SQL, data analytics, analytics, python (programming language), data mining, data science, r (programming language), tableau, analytical skills, data visualization, databases, business analysis, business intelligence (bi), microsoft sql server, machine learning, statistics, microsoft power bi, java, finance, shopee, traveloka, google, facebook, ctrip, trip.com, makemytrip, grab, amazon, pandas (software), artificial intelligence (ai), information technology, capital one, accenture, upwork, deloitte, mckinsey, bain, microsoft, uber, lyft, gojek, lazada, alibaba, shopify, expedia, skyscanner"
Data Analyst-DA - Canada,Zortech Solutions,"Calgary, Alberta, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Instrumentation, Data Collection, Datadriven Storytelling, Statistical Analysis, Modelling, Data Visualization, Data Policies, Governance Standards, Service Analytics Standards, Data Integration, Data Models, Data Management, Data Querying Languages, Agile Projects, Web Development, Digital Product Design, User Experience, Customer Experience, Service Design, Quantitative Research Methods, Surveys, Relationship Building, Negotiations, Conflict Resolution, Data Science, Leadership, Communications, Planning, Analytics, Storytelling, CrossFunctional Teams, Product Vision, User Needs, Enterprise Environment, Public Sector Organization"
Senior Global Data Analyst [McCain Foods],CareerBeacon,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Power BI, SQL, Python, R, SAS, Data Literacy, Data Engineering, Business Insights, Technical Solutions, Change Management, Project Management, Communication, ExecutiveLevel Audiences, Data Modelling, Analytics Development, Visualization, Feedback Iteration, Full Automation, Data Platforms, Architecture Design, BI Systems, Learning, Development, DataDriven Environments, Requirement Gathering, EndtoEnd Analytics Development"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Bluebeacontruckwash,"Magog, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, Data Visualization, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL Processes, Communication Skills, Collaboration Skills, Problem Solving Skills, Critical Thinking Skills"
Senior Data Analyst / Full-time (Remote),Staffinggroup,"Langley, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"SQL, Python, Power BI, Tableau, Alteryx, Data architecture, Data integration, Data modeling, Analytical displays, Reporting, Data insights, Datadriven decision making, Multitasking, Fastpaced environment, Undergraduate degree in computer science or programming, Master's degree in programming or analytics, Experience in a similar function"
Business Intelligence Analyst,Propel Holdings,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Data Visualization Tools (D3 Power BI Tableau DOMO), SQL, Data Analytics, Data Consolidation, Data Manipulation, Data Analysis, Reporting, Presentation Skills, Analytical Skills, Problem Solving, Data Interpretation, Communication Skills, Business Intelligence, Data Extraction, Data Preparation, Data Cleaning, Predictive Analytics, Business Metrics, Key Performance Indicators (KPIs), OpenSource Languages (R Python), Data Warehousing, Data Modeling, Data Mining, Statistics, Machine Learning, Artificial Intelligence, BI Platform Maintenance, Business Strategy, Risk Management, Project Management, Teamwork, Time Management, Attention to Detail, Troubleshooting, Verbal Communication, Written Communication"
Business Intelligence Analyst,McKesson,"Mississauga, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business Intelligence, Power BI, Data Analysis, Data Analytics, Reporting, Sales Analytics, Market Analysis, Competitive Analysis, Store Compliance Metrics, Sales Trends, Key Performance Indicators (KPIs), Scorecards, Dashboards, Data Visualization, Data Mining, Database Systems Management, Data Management, Analytical Skills, ProblemSolving Skills, Leadership, Partnering Skills, Communication Skills, Presentation Skills, Collaboration Skills, MS Office Suite (Excel Power BI PowerPoint Word), CRM (Salesforce), Software Learning, Time Management, Innovative Analytic Approaches, Multitasking, Proactivity, Sense of Urgency, Business Acumen, Client Focus, SolutionOriented, CrossFunctional Team Work, Teamwork, Problem Identification and Resolution, Healthcare Experience, Financial Performance Analysis, Market Intelligence, Strategy Consulting, IQVIA Data Sets, Bilingualism (English and French), University Degree in Relevant Discipline"
Research and Business Intelligence Officer (TFT 1.0 FTE),The Royal Mental Health Centre,"Ottawa, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Prospect research, Prospect management, Pipeline management, Analytics, Data analytics, Data management, Data integrity, Data quality, Business intelligence, Dashboards, Reporting, QlikSense, Data analysis, Excel, PowerPoint, Word, Microsoft Office suite, Spreadsheet manipulation, Problemsolving, Presentation skills, Communication skills, Interpersonal skills, Project management, Time management, Organizational skills, Selfstarter, Adaptability, Training skills, Coaching skills, Teamwork, Collaboration, Ethics, French language (asset)"
Business Intelligence Analyst,University of Alberta,"Edmonton, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Business or Accounting Diploma, Operations/Maintenance Work Order Management System, Cost Accounting, PeopleSoft Applications, Generally Accepted Accounting Principles, Financial Reporting, Excel, Robotic Automated Processing Tools, Communication Skills, Interpersonal Skills, Organizational Skills, Attention to Detail, SelfReview, SelfStarter, Gap Identification, Solution Advocacy, Variance Analysis, Cost Allocation, Policy Revision"
Power BI Analyst - Burlington,Gerrie Electric Wholesale Ltd.,"Burlington, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Power BI, Power BI Service, Power BI Report Server, Reporting, Dashboards, KPIs, Analytics, Business requirements, Data Warehousing, SQL Server databases, ETL processes, SSIS, Dynamics 365, Machine Learning, Python, R, SQL Server Reporting Services, SQL Server Analysis Services, Tabular models, Postsecondary education, Problemsolving skills, Data analysis, Proficiency with Python or R, Training and development"
Senior Technical Analyst – Business Intelligence Developer,Vancouver Airport Authority,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"Qlik Sense, PowerBI, Data warehouse, Business intelligence, Virtual server platforms, Storage devices, Cloud computing, SQL, Python, Data prep, Data integration (ETL), Data modeling, Project management, Vendor management, Relationship management, Mentoring, Verbal communication skills, Written communication skills, Critical thinking, Analytical skills, Troubleshooting, Computer Science, Bachelor's Degree"
Business Intelligence Consultant II,Visier Inc.,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,BI Analyst,"SaaS, Implementation Consulting, Client Relationships, Requirements Gathering, Project Information Translation, Technical Leadership, Data Warehousing, Database Management Systems, Analytic Solutions, Business Problem Solving, Creative Solutions, Problem Solving, Data Extraction Transformation and Loading (ETL), Lead Consultant, Coaching, Analytical Skills, Data Visualization (Tableau MS Power BI), Report Building, Dashboard Building, Database Management, Data Set Integrations, Remote Work, Teamwork, Customer Documentation, Case Management Records, Tertiary Education (Computer Science Engineering Data Science), Professional Communication Skills, Analytics Experience, Business Intelligence"
"Assistant Director, Business Systems and Analytics",York University,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Data Analysis, Six Sigma, Process Reengineering, Systems Analysis and Design, Business Analytics, Higher Education, Registrarial Experience, Statistical Analysis, Systems Solutions Development and Implementation, Business Process Management, Lean Six Sigma, Decision Making, DataDriven Decision Making, Graduate Degree in Statistics Mathematics Economics or Business Administration, Experience in Education or Registrarial Capacity, Experience in Process Assessment Analysis Design and Tracking, Experience in Lean Six Sigma and Process Methodologies in Service Environment"
Principal Scientist – Protein Machine Learning,Roche,"British Columbia, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Protein Engineering, Computational Biology, Protein Biochemistry, Molecular Biology, Python, Scikitlearn, PyTorch, TensorFlow, Linear Regression, Decision Trees, Random Forests, Support Vector Machines, Naive Bayes, Clustering, Dimensionality Reduction, Principal Component Analysis, Singular Value Decomposition, Multidimensional Scaling, Data Visualization"
Principal Scientist – Protein Machine Learning,Roche,"Calgary, Alberta, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Protein Engineering, Machine Learning, Protein Language Models, Deep Learning, Python, Scikitlearn, PyTorch, TensorFlow, Linux, Cloud Computing, Statistics, Computer Science, Applied Mathematics, Computational Biology, Biochemistry, Molecular Biology, Engineering Algorithms, Data Analysis, Data Visualization, Communication, Team Collaboration, Innovation, MultiDisciplinary Teams, Analytical Skills"
"Manager, Data and Analytics Platforms",Personnel Search Ltd.,"Saint John, New Brunswick, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Data Analytics, Data Management, Business Analysis, Leadership, Data Solutions, Analytics Applications, Data Warehousing, Azure SQL, Azure Synapse, Power BI, Tableau, SQL, Data Engineering, Data Architecture, Data Analysis, Machine Learning, Artificial Intelligence, Cloud Computing, Data Pipelines, Data Visualization, Data Modeling, Data Governance, Data Security, Data Integration, Performance Optimization, Business Intelligence, Data Mining, Data Warehousing, Data Lakes, Data Streaming, RealTime Analytics, Predictive Analytics, Prescriptive Analytics, Data Quality, Data Lineage, Data Discovery, Data Preparation, Data Cleaning, Data Transformation, Data Enrichment, Data Harmonization, Data Standardization, Data Integration, Data Migration, Data Replication, Data Synchronization, Data Exchange, Data Sharing, Data Governance, Data Security, Data Privacy, Data Compliance, Data Ethics, Data Lineage, Data Catalog, Data Dictionary, Data Glossary, Data Lake, Data Warehouse, Data Mart, Data Cube, Data Fabric, Data Virtualization, Data Federation, Data Integration Platform, Data Quality Management, Data Governance Platform, Data Security Platform, Data Privacy Platform, Data Compliance Platform, Data Ethics Platform, Data Lineage Platform, Data Catalog Platform, Data Dictionary Platform, Data Glossary Platform, Machine Learning, Artificial Intelligence, Cloud Computing, Data Pipelines, Data Visualization, Data Modeling"
Business Intelligence – Report Developer,McKesson,"Mississauga, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,BI Analyst,"Business Intelligence, Data Analytics, Data Modelling, Data Visualization, Power BI, Tableau, SQL, DAX, M Languages, ETL, Data Integration, Data Cleansing, Data Validation, Power BI Report Builder, Data Governance, Project Management, Communication, Presentation, User Adoption, Training, Change Management, Analytical Skills, Problem Solving, Tact, Interpersonal Skills, Ability to learn new concepts quickly, English, French"
Machine Learning Engineer (Canada),Tiger Analytics,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning, Data Science, AI, Scalable Machine Learning Systems, Reusable Production Data Pipelines, ProductionQuality Code, Libraries, Containers, Python, Spark, Hadoop, Docker, Continuous Integration, Model Evaluation, Experimental Design, TestDriven Development, Cloud Environments, Statistical Tools, Relational Databases, Python/SQL, ML frameworks (Scikitlearn Tensorflow Keras), MLflow, Airflow, Kubernetes, CloudNative MLaaS (AWS SageMaker AzureML Google AI platform)"
